Product Name,Sales,Revenue %,Cumulative %,Class
Okidata MB760 Printer,7834.400000000001,0.3410411399104594,28.331185894428348,A
Adjustable Depth Letter/Legal Cart,7730.196,0.33650501066722066,28.66769090509557,A
Ativa V4110MDD Micro-Cut Shredder,7699.89,0.33518575293387465,29.002876658029443,A
Mitel MiVoice 5330e IP Phone,7699.72,0.33517835262322104,29.338055010652663,A
Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,7582.374,0.3300701358352177,29.66812514648788,A
"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",7539.7122,0.32821301481731824,29.9963381613052,A
Tennsco 16-Compartment Lockers with Coat Rack,7515.524,0.32716007249877666,30.323498233803978,A
Hon 94000 Series Round Tables,7404.5,0.32232706020461005,30.64582529400859,A
Logitech diNovo Edge Keyboard,7399.704,0.3221182843816994,30.967943578390287,A
Bretford CR4500 Series Slim Rectangular Table,7242.767999999999,0.31528666583618375,31.28323024422647,A
Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),7139.796,0.3108041670795643,31.594034411306033,A
Zebra ZM400 Thermal Label Printer,6965.700000000001,0.3032255524704237,31.897259963776456,A
"Bevis Oval Conference Table, Walnut",6942.068,0.3021968222270912,32.199456786003545,A
Hon GuestStacker Chair,6936.102,0.301937114854388,32.501393900857934,A
Hoover Upright Vacuum With Dirt Cup,6832.907999999999,0.29744495216267963,32.79883885302061,A
"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",6819.312,0.29685310143534605,33.09569195445596,A
GBC DocuBind 300 Electric Binding Machine,6785.142000000001,0.29536563899396695,33.39105759344992,A
Bretford CR8500 Series Meeting Room Furniture,6776.562000000001,0.2949921409621545,33.68604973441207,A
Cisco Unified IP Phone 7945G VoIP phone,6751.602000000001,0.29390560123324544,33.97995533564532,A
Hon Every-Day Series Multi-Task Chairs,6748.481999999999,0.2937697837671317,34.273725119412454,A
ClearOne CHATAttach 160 - speaker phone,6695.892,0.29148047590081255,34.565205595313266,A
Standard Rollaway File with Lock,6594.954,0.28708651968460175,34.852292114997866,A
Hon Multipurpose Stacking Arm Chairs,6584.639999999999,0.28663753848412227,35.13892965348199,A
"Dual Level, Single-Width Filing Carts",6574.544,0.28619804709377505,35.425127700575764,A
Balt Solid Wood Round Tables,6518.754,0.28376943926221115,35.70889713983797,A
Hon Pagoda Stacking Chairs,6483.796,0.28224767420439056,35.991144814042364,A
"Global Leather and Oak Executive Chair, Black",6410.874000000001,0.2790732891838975,36.27021810322626,A
Sharp AL-1530CS Digital Copier,6399.872,0.2785943584908904,36.548812461717155,A
Polycom VVX 310 VoIP phone,6227.654,0.2710974955488528,36.819909957266006,A
Samsung Galaxy S4,6134.702,0.2670511798084059,37.08696113707441,A
Samsung Galaxy S4 Mini,6109.87,0.26597021207810667,37.35293134915252,A
Global Comet Stacking Arm Chair,6084.144,0.2648503274200172,37.617781676572534,A
Global Ergonomic Managers Chair,6008.535999999999,0.2615590174911968,37.87934069406373,A
Canon PC1080F Personal Copier,5999.9,0.26118308170999255,38.14052377577372,A
"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",5989.204,0.26071747157616193,38.40124124734989,A
Hon 5100 Series Wood Tables,5965.09,0.25966775927556446,38.66090900662545,A
"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",5906.5199999999995,0.25711813459919414,38.91802714122465,A
Hon 4070 Series Pagoda Round Back Stacking Chairs,5906.032,0.2570968913544944,39.17512403257914,A
Global Leather Executive Chair,5861.533,0.2551597947440487,39.43028382732319,A
"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",5801.816,0.2525602397363859,39.68284406705957,A
Zebra GX420t Direct Thermal/Thermal Transfer Printer,5787.3550000000005,0.2519307344871971,39.934774801546766,A
Iceberg Mobile Mega Data/Printer Cart,5751.774,0.2503818494673929,40.18515665101416,A
Safco Contoured Stacking Chairs,5697.76,0.2480305531165398,40.433187204130704,A
Canon PC940 Copier,5669.874,0.24681664098191006,40.680003845112616,A
Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,5634.9,0.24529417942426324,40.92529802453688,A
Logitech Z-906 Speaker sys - home theater - 5.1-CH,5609.83,0.2442028512590489,41.169500875795926,A
Deluxe Rollaway Locking File with Drawer,5572.7919999999995,0.24259054122381915,41.412091417019745,A
"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",5492.885,0.23911209049794035,41.651203507517685,A
"Global High-Back Leather Tilter, Burgundy",5436.157999999999,0.23664269389530318,41.88784620141299,A
Hon Olson Stacker Chairs,5427.99,0.23628713073401597,42.124133332147004,A
Ibico Hi-Tech Manual Binding System,5398.323,0.23499568946247973,42.35912902160948,A
Wilson SignalBoost 841262 DB PRO Amplifier Kit,5327.259999999999,0.23190222901554605,42.59103125062503,A
Hon Olson Stacker Stools,5294.456,0.23047423024683084,42.82150548087186,A
GE 30524EE4,5291.7300000000005,0.23035556408893798,43.0518610449608,A
Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,5282.424000000001,0.22995046237751063,43.28181150733831,A
"Lifetime Advantage Folding Chairs, 4/Carton",5212.112,0.2268896938911703,43.508701201229485,A
"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",5184.081,0.22566946972686544,43.73437067095635,A
Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,5119.744000000001,0.22286880039438062,43.95723947135073,A
"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",5098.1759999999995,0.22192991862863093,44.179169389979364,A
Hoover Shoulder Vac Commercial Portable Vacuum,5009.48,0.2180688718419596,44.39723826182132,A
Panasonic KX-TG9471B,4978.146000000001,0.2167048639947787,44.6139431258161,A
Chromcraft Rectangular Conference Tables,4952.673000000001,0.21559599274019134,44.82953911855629,A
Apple iPhone 5S,4901.914000000001,0.21338639057273562,45.04292550912903,A
O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,4886.46,0.21271365880308177,45.25563916793211,A
Brother DCP1000 Digital 3 in 1 Multifunction Machine,4859.838000000001,0.2115547701547237,45.46719393808684,A
Fellowes Staxonsteel Drawer Files,4829.25,0.21022323661194042,45.677417174698775,A
Smead Adjustable Mobile File Trolley with Lockable Top,4778.766,0.20802560553524796,45.88544278023402,A
High-Back Leather Manager's Chair,4770.633000000001,0.20767156596733063,46.093114346201354,A
SAFCO Boltless Steel Shelving,4704.696,0.20480124665222338,46.29791559285358,A
Global Executive Mid-Back Manager's Chair,4626.582,0.20140084743812078,46.4993164402917,A
DMI Arturo Collection Mission-style Design Wood Chair,4619.987999999999,0.20111380244723825,46.70043024273894,A
Polycom CX600 IP Phone VoIP phone,4619.2300000000005,0.20108080576797097,46.90151104850691,A
Letter Size Cart,4600.092000000001,0.20024770491332908,47.10175875342024,A
KI Adjustable-Height Table,4552.6410000000005,0.19818210408494513,47.299940857505185,A
"Bevis Round Bullnose 29"" High Table Top",4544.924999999999,0.1978462170437487,47.49778707454893,A
Fellowes Officeware Wire Shelving,4509.466,0.19630264283511945,47.69408971738405,A
Samsung Galaxy Note 2,4507.902,0.1962345599771061,47.89032427736116,A
"Fellowes Strictly Business Drawer File, Letter/Legal Size",4479.03,0.1949777260406853,48.08530200340184,A
Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,4476.96,0.19488761637566762,48.28018961977751,A
"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",4446.175,0.193547507178774,48.47373712695628,A
Nortel Meridian M3904 Professional Digital phone,4434.912,0.1930572148323516,48.66679434178863,A
Global Commerce Series Low-Back Swivel/Tilt Chairs,4420.056,0.19241051474370285,48.85920485653234,A
Sharp 1540cs Digital Laser Copier,4399.92,0.19153396971240028,49.05073882624474,A
Logitech G19 Programmable Gaming Keyboard,4389.245999999999,0.1910693172658307,49.24180814351057,A
"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",4384.044,0.19084286775982973,49.432651011270394,A
"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",4334.8275,0.18870041252874592,49.62135142379914,A
Bevis 36 x 72 Conference Tables,4332.2519999999995,0.18858829782234346,49.80993972162148,A
GBC DocuBind TL200 Manual Binding Machine,4322.813999999999,0.1881774499873497,49.99811717160883,A
"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",4297.644,0.18708176869822152,50.18519894030705,A
Cisco 9971 IP Video Phone Charcoal,4268.0,0.18579132864518544,50.37099026895224,A
Motorola L703CM,4211.7300000000005,0.18334182581883482,50.55433209477108,A
GBC DocuBind 200 Manual Binding Machine,4209.8,0.18325781052729656,50.73758990529837,A
Hewlett Packard 310 Color Digital Copier,4199.860000000001,0.1828251100102551,50.92041501530863,A
"SAFCO Commercial Wire Shelving, Black",4199.456,0.1828075233896429,51.10322253869827,A
Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,4185.48,0.18219913079143643,51.28542166948971,A
Fellowes PB200 Plastic Comb Binding Machine,4181.754000000001,0.18203693339440463,51.467458602884115,A
Cisco SPA301,4180.532,0.18198373822017674,51.64944234110429,A
"Global Wood Trimmed Manager's Task Chair, Khaki",4166.884,0.1813896238684079,51.830831964972695,A
Canon PC-428 Personal Copier,4119.794,0.1793397378173531,52.010171702790046,A
Wireless Extenders zBoost YX545 SOHO Signal Booster,4044.3860000000004,0.1760571341363606,52.186228836926404,A
Fellowes Super Stor/Drawer Files,4006.4400000000005,0.1744052977359927,52.3606341346624,A
Samsung Galaxy S4 Active,3999.92,0.1741214740568065,52.5347556087192,A
WD My Passport Ultra 2TB Portable External Hard Drive,3998.4,0.17405530657331525,52.70881091529252,A
Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,3991.98,0.17377583601804297,52.88258675131056,A
Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,3989.734,0.1736780648549368,53.0562648161655,A
Polycom SoundStation2 EX Conference phone,3968.51,0.172754157835451,53.22901897400095,A
Hon Racetrack Conference Tables,3963.901,0.17255352235425941,53.40157249635521,A
Canon Image Class D660 Copier,3959.9339999999997,0.17238083392859505,53.5739533302838,A
"Global Airflow Leather Mesh Back Chair, Black",3955.676,0.17219547791234127,53.74614880819614,A
Fellowes High-Stak Drawer Files,3946.656,0.17180282613530762,53.917951634331445,A
Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,3861.0560000000005,0.1680765520650106,54.086028186396454,A
Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,3855.1800000000003,0.1678207625038299,54.253848948900284,A
Polycom SoundPoint IP 450 VoIP phone,3839.6200000000003,0.16714341642282732,54.42099236532311,A
Google Nexus 5,3815.7880000000005,0.16610597993166704,54.58709834525477,A
Hon Non-Folding Utility Tables,3775.6470000000004,0.1643585924613891,54.75145693771616,A
Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),3743.7920000000004,0.16297190483861673,54.91442884255478,A
"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",3739.115,0.16276830923316365,55.07719715178794,A
Aastra 57i VoIP phone,3684.7080000000005,0.16039990510532898,55.23759705689327,A
"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",3680.5379999999996,0.16021837983811937,55.39781543673139,A
Polycom VoiceStation 500 Conference phone,3657.38,0.1592102834021388,55.55702572013353,A
"Situations Contoured Folding Chairs, 4/Set",3641.2740000000003,0.15850916926456632,55.7155348893981,A
"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",3626.0055999999995,0.1578445168928966,55.873379406290994,A
Toshiba IPT2010-SD IP Telephone,3613.7400000000002,0.15731058012611351,56.03068998641711,A
"Bush Cubix Conference Tables, Fully Assembled",3603.2879999999996,0.1568555916146328,56.18754557803174,A
Pyle PMP37LED,3590.026,0.15627828032117164,56.34382385835291,A
Global Adaptabilities Conference Tables,3540.3480000000004,0.15411573542322518,56.49793959377614,A
"24 Capacity Maxi Data Binder Racks, Pearl",3537.2400000000007,0.15398044033198124,56.651920034108116,A
Global Comet Stacking Armless Chair,3528.79,0.15361260136125676,56.805532635469376,A
Avanti 4.4 Cu. Ft. Refrigerator,3511.0119999999997,0.1528387029918439,56.95837133846122,A
Hon Rectangular Conference Tables,3481.5150000000003,0.15155466203096132,57.10992600049218,A
"Iceberg OfficeWorks 42"" Round Tables",3457.4419999999996,0.1505067345111685,57.26043273500335,A
"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",3447.84,0.150088747552956,57.410521482556305,A
O'Sullivan Living Dimensions 5-Shelf Bookcases,3420.7703999999994,0.1489103743219593,57.55943185687826,A
Geemarc AmpliPOWER60,3415.04,0.1486609229091973,57.70809277978746,A
Hewlett-Packard Desktjet 6988DT Refurbished Printer,3404.5,0.1482021036486724,57.85629488343613,A
Bush Advantage Collection Round Conference Table,3401.6,0.14807586305516934,58.0043707464913,A
Fellowes Stor/Drawer Steel Plus Storage Drawers,3397.308,0.14788902697678483,58.15225977346808,A
"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",3354.8899999999994,0.14604251887498737,58.29830229234307,A
"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",3322.878,0.14464899684767024,58.44295128919074,A
"Bush Andora Bookcase, Maple/Graphite Gray Finish",3317.7234999999996,0.1444246150755283,58.58737590426627,A
Tenex Antistatic Computer Chair Mats,3317.0119999999997,0.14439364259888093,58.731769546865145,A
Bevis 44 x 96 Conference Tables,3253.2200000000003,0.14161669779172686,58.87338624465687,A
Ibico EB-19 Dual Function Manual Binding System,3234.9130000000005,0.14081977139680948,59.01420601605368,A
GBC ProClick 150 Presentation Binding System,3222.996,0.1403010096199902,59.15450702567367,A
Okidata C331dn Printer,3210.7999999999997,0.1397701026274511,59.29427712830112,A
Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,3178.13,0.13834793704478052,59.432625065345896,A
Jabra SPEAK 410,3158.064,0.13747443920021765,59.570099504546114,A
"Global Fabric Manager's Chair, Dark Gray",3150.576,0.13714847728154492,59.707247981827656,A
Hon 2111 Invitation Series Corner Table,3140.55,0.1367120330779375,59.84396001490559,A
Economy Rollaway Files,3138.8,0.13663585340944426,59.980595868315035,A
BlackBerry Q10,3099.354,0.13491872015036788,60.1155145884654,A
Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,3059.7960000000003,0.13319671139250794,60.24871129985791,A
Hoover WindTunnel Plus Canister Vacuum,3051.3,0.13282686998478313,60.38153816984269,A
Digium D40 VoIP phone,3044.164,0.13251623106228733,60.51405440090498,A
Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer,3040.0,0.1323349669825126,60.646389367887494,A
"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",3039.5,0.1323132013629431,60.778702569250434,A
Space Solutions HD Industrial Steel Shelving.,3035.2079999999996,0.13212636528455857,60.91082893453499,A
Carina Double Wide Media Storage Towers in Natural & Black,3028.652,0.1318409744807634,61.04266990901576,A
Compact Automatic Electric Letter Opener,2982.75,0.12984280354180572,61.17251271255756,A
"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",2979.0040000000004,0.1296797355199911,61.302192448077555,A
O'Sullivan Living Dimensions 2-Shelf Bookcases,2970.059,0.1292903485858929,61.431482796663445,A
"Global Manager's Adjustable Task Chair, Storm",2959.208,0.12881799110999576,61.56030078777344,A
GBC DocuBind P100 Manual Binding Machine,2954.444,0.12861060828673762,61.68891139606018,A
O'Sullivan Plantations 2-Door Library in Landvery Oak,2946.3668,0.12825899776196423,61.81717039382214,A
3.6 Cubic Foot Counter Height Office Refrigerator,2946.2,0.12825173675127585,61.94542213057341,A
Aastra 6757i CT Wireless VoIP phone,2929.984,0.12754583417739807,62.07296796475081,A
Novimex Swivel Fabric Task Chair,2913.9139999999998,0.1268462871644346,62.19981425191524,A
ShoreTel ShorePhone IP 230 VoIP phone,2906.628,0.12652911855606797,62.326343370471314,A
O'Sullivan Living Dimensions 3-Shelf Bookcases,2904.161,0.12642172698911208,62.45276509746043,A
Kensington 7 Outlet MasterPiece Power Center,2883.276,0.12551257705969437,62.57827767452012,A
Logitech Wireless Gaming Headset G930,2879.8200000000006,0.1253621330972301,62.70363980761735,A
Bose SoundLink Bluetooth Speaker,2865.6000000000004,0.12474311887667373,62.82838292649402,A
"Electrix Architect's Clamp-On Swing Arm Lamp, Black",2863.7999999999997,0.12466476264622352,62.95304768914025,A
"Lesro Round Back Collection Coffee Table, End Table",2847.78,0.12396739219521702,63.07701508133547,A
Okidata MB491 Multifunction Printer,2844.3,0.12381590348301336,63.20083098481848,A
Premier Automatic Letter Opener,2836.366,0.12347052663168465,63.324301511450166,A
Logitech Wireless Headset h800,2799.7200000000003,0.12187528084219744,63.44617679229236,A
Xerox 1915,2789.0099999999998,0.12140906127101889,63.56758585356338,A
Electrix Halogen Magnifier Lamp,2759.0600000000004,0.12010530065880633,63.687691154222186,A
Maxell iVDR EX 500GB Cartridge,2755.4000000000005,0.11994597632355765,63.80763713054574,A
VTech DS6151,2746.582,0.11956211785683006,63.92719924840257,A
Nortel Meridian M5316 Digital phone,2744.87,0.11948759237542413,64.046686840778,A
O'Sullivan 4-Shelf Bookcase in Odessa Pine,2740.197,0.11928417089492765,64.16597101167292,A
"Carina Mini System Audio Rack, Model AR050B",2730.108,0.11884498422325444,64.28481599589618,A
"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",2706.08,0.11779901560922293,64.4026150115054,A
Hon Mobius Operator's Chair,2705.7799999999997,0.11778595623748121,64.52040096774289,A
"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",2699.056,0.1174932521855107,64.6378942199284,A
"Bevis Round Conference Table Top, X-Base",2671.421,0.11629026639190486,64.7541844863203,A
Imation Bio 8GB USB Flash Drive Imation Corp,2659.84,0.11578613111143628,64.86997061743173,A
Global Highback Leather Tilter in Burgundy,2647.8089999999997,0.11526240677335516,64.98523302420509,A
Cisco 8x8 Inc. 6753i IP Business Phone System,2645.804,0.11517512663888149,65.10040815084398,A
Premier Electric Letter Opener,2641.6079999999997,0.1149924695594543,65.21540062040343,A
Vtech CS6719,2630.126,0.1144926438716605,65.32989326427509,A
NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,2623.8360000000002,0.1142188323774763,65.44411209665256,A
Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,2619.738,0.11404044135948473,65.55815253801204,A
Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,2612.1960000000004,0.11371212875389852,65.67186466676594,A
Motorola Droid Maxx,2609.826,0.11360895971713912,65.78547362648308,A
Hon Deluxe Fabric Upholstered Stacking Chairs,2586.1879999999996,0.11257996828637179,65.89805359476945,A
"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",2552.54,0.11111522915182326,66.00916882392127,A
Bevis Boat-Shaped Conference Table,2542.467,0.11067673897997626,66.11984556290125,A
Fellowes Powershred HS-440 4-Sheet High Security Shredder,2541.8360000000002,0.11064927076807958,66.23049483366933,A
Xerox WorkCentre 6505DN Laser Multifunction Printer,2519.9579999999996,0.10969689431819685,66.34019172798752,A
Safco Industrial Wire Shelving System,2511.0480000000002,0.10930903097746852,66.44950075896499,A
Plantronics Calisto P620-M USB Wireless Speakerphone System,2508.6720000000005,0.1092056007532743,66.55870635971826,A
Easy-staple paper,2504.192,0.10901058080193164,66.6677169405202,A
Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,2491.28,0.10844850544216908,66.77616544596236,A
Kensington 4 Outlet MasterPiece Compact Power Control Center,2488.392,0.10832278722353568,66.8844882331859,A
"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",2487.7589999999996,0.10829523194916069,66.99278346513506,A
Sensible Storage WireTech Storage Systems,2484.3,0.10814465739297896,67.10092812252805,A
Wi-Ex zBoost YX540 Cellular Phone Signal Booster,2481.1499999999996,0.10800753398969114,67.20893565651774,A
Enermax Acrylux Wireless Keyboard,2450.1600000000003,0.10665850088877404,67.31559415740651,A
Panasonic KX MB2061 Multifunction Printer,2396.4,0.10431826147266224,67.41991241887916,A
Global Super Steno Chair,2389.902,0.10403539548073712,67.5239478143599,A
Harbour Creations Steel Folding Chair,2389.125,0.10400157170792612,67.62794938606783,A
Logitech Gaming G510s - Keyboard,2362.7219999999998,0.1028522164009395,67.73080160246876,A
Swingline SM12-08 MicroCut Jam Free Shredder,2359.9410000000003,0.10273115602489401,67.83353275849365,A
"3D Systems Cube Printer, 2nd Generation, White",2339.982,0.10186231602291901,67.93539507451656,A
Logitech G700s Rechargeable Gaming Mouse,2339.766,0.10185291327526498,68.03724798779183,A
StarTech.com 10/100 VDSL2 Ethernet Extender Kit,2330.6499999999996,0.101456082499274,68.1387040702911,A
"Fellowes Mobile File Cart, Black",2300.66,0.10015058063749585,68.23885465092859,A
"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",2299.75,0.1001109672098794,68.33896561813847,A
"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",2298.114,0.10003975010264801,68.43900536824113,A
Bevis Round Conference Table Top & Single Column Base,2297.538,0.10001467610890397,68.53902004435002,A
Xiaomi Mi3,2279.96,0.09924948398731888,68.63826952833735,A
"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",2267.972,0.09872763149252074,68.73699715982987,A
GBC DocuBind P50 Personal Binding Machine,2264.892,0.09859355527597265,68.83559071510584,A
Cisco IP Phone 7961G-GE VoIP phone,2252.4320000000002,0.09805115603630093,68.93364187114214,A
Plantronics S12 Corded Telephone Headset System,2242.032,0.09759843114925548,69.0312403022914,A
BPI Conference Tables,2241.8675000000003,0.09759127026041714,69.12883157255182,A
Plantronics HL10 Handset Lifter,2227.008,0.09694441781243138,69.22577599036426,A
Konftel 250 Conference phone - Charcoal black,2221.596,0.0967088267462112,69.32248481711046,A
Avanti 1.7 Cu. Ft. Refrigerator,2221.56,0.09670725962160219,69.41919207673206,A
Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,2207.956,0.09611506064435546,69.51530713737641,A
"Global Value Steno Chair, Gray",2204.862,0.09598037499045943,69.61128751236687,A
Office Star - Mesh Screen back chair with Vinyl seat,2200.464,0.09578892460072619,69.7070764369676,A
"3M Polarizing Task Lamp with Clamp Arm, Light Gray",2191.68,0.09540654619612933,69.80248298316373,A
"Global Push Button Manager's Chair, Indigo",2185.951,0.0951571557271021,69.89764013889084,A
Jabra Supreme Plus Driver Edition Headset,2159.8199999999997,0.09401964091716128,69.991659779808,A
Razer Kraken PRO Over Ear PC and Music Headset,2159.73,0.0940157231056388,70.08567550291365,A
Logitech G35 7.1-Channel Surround Sound Headset,2157.8340000000003,0.09393318787623128,70.17960869078988,A
Samsung Galaxy Note 3,2155.902,0.09384908552221476,70.27345777631209,A
Sauder Inglewood Library Bookcases,2154.3479999999995,0.09378143797659275,70.36723921428867,A
KI Conference Tables,2140.878,0.09319507218539066,70.46043428647407,A
